State,lat,long,Year,count,Age Group
New Jersey (34),40.7281,74.0787,2003,330,45-49 years
New Jersey (34),40.7281,74.0787,2003,114,50-54 years
New Jersey (34),40.7281,74.0787,2003,305,55-59 years
New Jersey (34),40.7281,74.0787,2003,29,60-64 years
New Jersey (34),40.7281,74.0787,2003,101,65-69 years
New Jersey (34),40.7281,74.0787,2003,111,70-74 years
New Jersey (34),40.7281,74.0787,2003,68,75-79 years
New Jersey (34),40.7281,74.0787,2003,785,80-84 years
New Jersey (34),40.7281,74.0787,2003,99,85+ years
New Jersey (34),40.7281,74.0787,2003,28,40-44 years
New Jersey (34),40.7281,74.0787,2003,481,45-49 years
New Jersey (34),40.7281,74.0787,2003,124,50-54 years
New Jersey (34),40.7281,74.0787,2003,72,55-59 years
New Jersey (34),40.7281,74.0787,2003,388,60-64 years
New Jersey (34),40.7281,74.0787,2003,198,65-69 years
New Jersey (34),40.7281,74.0787,2003,108,70-74 years
New Jersey (34),40.7281,74.0787,2003,121,75-79 years
New Jersey (34),40.7281,74.0787,2003,97,80-84 years
New Jersey (34),40.7281,74.0787,2003,48,85+ years
New Jersey (34),40.7281,74.0787,2003,120,55-59 years
New Jersey (34),40.7281,74.0787,2003,196,60-64 years
New Jersey (34),40.7281,74.0787,2003,362,65-69 years
New Jersey (34),40.7281,74.0787,2003,184,70-74 years
New Jersey (34),40.7281,74.0787,2003,38,75-79 years
New Jersey (34),40.7281,74.0787,2004,131,50-54 years
New Jersey (34),40.7281,74.0787,2004,44,55-59 years
New Jersey (34),40.7281,74.0787,2004,87,60-64 years
New Jersey (34),40.7281,74.0787,2004,52,65-69 years
New Jersey (34),40.7281,74.0787,2004,26,70-74 years
New Jersey (34),40.7281,74.0787,2004,266,75-79 years
New Jersey (34),40.7281,74.0787,2004,637,80-84 years
New Jersey (34),40.7281,74.0787,2004,163,55-59 years
New Jersey (34),40.7281,74.0787,2004,22,60-64 years
New Jersey (34),40.7281,74.0787,2004,327,65-69 years
New Jersey (34),40.7281,74.0787,2004,113,70-74 years
New Jersey (34),40.7281,74.0787,2004,114,75-79 years
New Jersey (34),40.7281,74.0787,2004,427,45-49 years
New Jersey (34),40.7281,74.0787,2004,38,50-54 years
New Jersey (34),40.7281,74.0787,2004,81,55-59 years
New Jersey (34),40.7281,74.0787,2004,45,60-64 years
New Jersey (34),40.7281,74.0787,2004,106,65-69 years
New Jersey (34),40.7281,74.0787,2004,395,70-74 years
New Jersey (34),40.7281,74.0787,2004,17,75-79 years
New Jersey (34),40.7281,74.0787,2004,169,80-84 years
New Jersey (34),40.7281,74.0787,2004,190,85+ years
New Jersey (34),40.7281,74.0787,2004,71,40-44 years
New Jersey (34),40.7281,74.0787,2004,220,45-49 years
New Jersey (34),40.7281,74.0787,2004,17,50-54 years
New Jersey (34),40.7281,74.0787,2004,32,55-59 years
New Jersey (34),40.7281,74.0787,2004,23,60-64 years
New Jersey (34),40.7281,74.0787,2004,23,65-69 years
New Jersey (34),40.7281,74.0787,2004,16,70-74 years
New Jersey (34),40.7281,74.0787,2004,82,75-79 years
New Jersey (34),40.7281,74.0787,2004,25,80-84 years
New Jersey (34),40.7281,74.0787,2004,40,85+ years
New Jersey (34),40.7281,74.0787,2004,17,55-59 years
New Jersey (34),40.7281,74.0787,2004,18,60-64 years
New Jersey (34),40.7281,74.0787,2004,22,65-69 years
New Jersey (34),40.7281,74.0787,2004,25,70-74 years
New Jersey (34),40.7281,74.0787,2004,39,75-79 years
New Jersey (34),40.7281,74.0787,2005,28,50-54 years
New Jersey (34),40.7281,74.0787,2005,19,55-59 years
New Jersey (34),40.7281,74.0787,2005,32,60-64 years
New Jersey (34),40.7281,74.0787,2005,86,65-69 years
New Jersey (34),40.7281,74.0787,2005,22,70-74 years
New Jersey (34),40.7281,74.0787,2005,21,75-79 years
New Jersey (34),40.7281,74.0787,2005,37,80-84 years
New Jersey (34),40.7281,74.0787,2005,46,55-59 years
New Jersey (34),40.7281,74.0787,2005,24,60-64 years
New Jersey (34),40.7281,74.0787,2005,22,65-69 years
New Jersey (34),40.7281,74.0787,2005,18,70-74 years
New Jersey (34),40.7281,74.0787,2005,18,45-49 years
New Jersey (34),40.7281,74.0787,2005,27,50-54 years
New Jersey (34),40.7281,74.0787,2005,42,55-59 years
New Jersey (34),40.7281,74.0787,2005,34,60-64 years
New Jersey (34),40.7281,74.0787,2005,25,65-69 years
New Jersey (34),40.7281,74.0787,2005,21,70-74 years
New Jersey (34),40.7281,74.0787,2005,44,75-79 years
New Jersey (34),40.7281,74.0787,2005,133,80-84 years
New Jersey (34),40.7281,74.0787,2005,23,85+ years
New Jersey (34),40.7281,74.0787,2005,19,40-44 years
New Jersey (34),40.7281,74.0787,2005,42,45-49 years
New Jersey (34),40.7281,74.0787,2005,20,50-54 years
New Jersey (34),40.7281,74.0787,2005,16,55-59 years
New Jersey (34),40.7281,74.0787,2005,40,60-64 years
New Jersey (34),40.7281,74.0787,2005,24,65-69 years
New Jersey (34),40.7281,74.0787,2005,21,70-74 years
New Jersey (34),40.7281,74.0787,2005,27,75-79 years
New Jersey (34),40.7281,74.0787,2005,41,80-84 years
New Jersey (34),40.7281,74.0787,2005,40,85+ years
New Jersey (34),40.7281,74.0787,2005,31,55-59 years
New Jersey (34),40.7281,74.0787,2005,57,60-64 years
New Jersey (34),40.7281,74.0787,2005,21,65-69 years
New Jersey (34),40.7281,74.0787,2005,25,70-74 years
New Jersey (34),40.7281,74.0787,2005,24,75-79 years
New Jersey (34),40.7281,74.0787,2005,62,80-84 years
New Jersey (34),40.7281,74.0787,2006,145,45-49 years
New Jersey (34),40.7281,74.0787,2006,25,50-54 years
New Jersey (34),40.7281,74.0787,2006,42,55-59 years
New Jersey (34),40.7281,74.0787,2006,18,60-64 years
New Jersey (34),40.7281,74.0787,2006,16,65-69 years
New Jersey (34),40.7281,74.0787,2006,32,70-74 years
New Jersey (34),40.7281,74.0787,2006,30,75-79 years
New Jersey (34),40.7281,74.0787,2006,26,80-84 years
New Jersey (34),40.7281,74.0787,2006,42,55-59 years
New Jersey (34),40.7281,74.0787,2006,16,60-64 years
New Jersey (34),40.7281,74.0787,2006,20,65-69 years
New Jersey (34),40.7281,74.0787,2006,55,70-74 years
New Jersey (34),40.7281,74.0787,2006,27,45-49 years
New Jersey (34),40.7281,74.0787,2006,19,50-54 years
New Jersey (34),40.7281,74.0787,2006,16,55-59 years
New Jersey (34),40.7281,74.0787,2006,29,60-64 years
New Jersey (34),40.7281,74.0787,2006,153,65-69 years
New Jersey (34),40.7281,74.0787,2006,23,70-74 years
New Jersey (34),40.7281,74.0787,2006,70,75-79 years
New Jersey (34),40.7281,74.0787,2006,19,80-84 years
New Jersey (34),40.7281,74.0787,2006,17,85+ years
New Jersey (34),40.7281,74.0787,2006,44,40-44 years
New Jersey (34),40.7281,74.0787,2006,20,45-49 years
New Jersey (34),40.7281,74.0787,2006,34,50-54 years
New Jersey (34),40.7281,74.0787,2006,19,55-59 years
New Jersey (34),40.7281,74.0787,2006,55,60-64 years
New Jersey (34),40.7281,74.0787,2006,18,65-69 years
New Jersey (34),40.7281,74.0787,2006,31,70-74 years
New Jersey (34),40.7281,74.0787,2006,36,75-79 years
New Jersey (34),40.7281,74.0787,2006,19,80-84 years
New Jersey (34),40.7281,74.0787,2006,21,85+ years
New Jersey (34),40.7281,74.0787,2006,134,50-54 years
New Jersey (34),40.7281,74.0787,2006,31,55-59 years
New Jersey (34),40.7281,74.0787,2006,22,60-64 years
New Jersey (34),40.7281,74.0787,2006,34,65-69 years
New Jersey (34),40.7281,74.0787,2006,24,70-74 years
New Jersey (34),40.7281,74.0787,2006,22,75-79 years
New Jersey (34),40.7281,74.0787,2006,57,80-84 years
New Jersey (34),40.7281,74.0787,2007,16,50-54 years
New Jersey (34),40.7281,74.0787,2007,16,55-59 years
New Jersey (34),40.7281,74.0787,2007,20,60-64 years
New Jersey (34),40.7281,74.0787,2007,30,65-69 years
New Jersey (34),40.7281,74.0787,2007,36,70-74 years
New Jersey (34),40.7281,74.0787,2007,37,75-79 years
New Jersey (34),40.7281,74.0787,2007,18,80-84 years
New Jersey (34),40.7281,74.0787,2007,84,50-54 years
New Jersey (34),40.7281,74.0787,2007,31,55-59 years
New Jersey (34),40.7281,74.0787,2007,28,60-64 years
New Jersey (34),40.7281,74.0787,2007,34,65-69 years
New Jersey (34),40.7281,74.0787,2007,22,70-74 years
New Jersey (34),40.7281,74.0787,2007,178,75-79 years
New Jersey (34),40.7281,74.0787,2007,69,45-49 years
New Jersey (34),40.7281,74.0787,2007,28,50-54 years
New Jersey (34),40.7281,74.0787,2007,22,55-59 years
New Jersey (34),40.7281,74.0787,2007,76,60-64 years
New Jersey (34),40.7281,74.0787,2007,97,65-69 years
New Jersey (34),40.7281,74.0787,2007,31,70-74 years
New Jersey (34),40.7281,74.0787,2007,368,75-79 years
New Jersey (34),40.7281,74.0787,2007,25,80-84 years
New Jersey (34),40.7281,74.0787,2007,149,85+ years
New Jersey (34),40.7281,74.0787,2007,42,40-44 years
New Jersey (34),40.7281,74.0787,2007,20,45-49 years
New Jersey (34),40.7281,74.0787,2007,55,50-54 years
New Jersey (34),40.7281,74.0787,2007,144,55-59 years
New Jersey (34),40.7281,74.0787,2007,209,60-64 years
New Jersey (34),40.7281,74.0787,2007,50,65-69 years
New Jersey (34),40.7281,74.0787,2007,467,70-74 years
New Jersey (34),40.7281,74.0787,2007,32,75-79 years
New Jersey (34),40.7281,74.0787,2007,203,80-84 years
New Jersey (34),40.7281,74.0787,2007,49,85+ years
New Jersey (34),40.7281,74.0787,2007,20,50-54 years
New Jersey (34),40.7281,74.0787,2007,76,55-59 years
New Jersey (34),40.7281,74.0787,2007,193,60-64 years
New Jersey (34),40.7281,74.0787,2007,268,65-69 years
New Jersey (34),40.7281,74.0787,2007,60,70-74 years
New Jersey (34),40.7281,74.0787,2007,674,75-79 years
New Jersey (34),40.7281,74.0787,2007,40,80-84 years
New Jersey (34),40.7281,74.0787,2007,329,85+ years
New Jersey (34),40.7281,74.0787,2008,63,45-49 years
New Jersey (34),40.7281,74.0787,2008,27,50-54 years
New Jersey (34),40.7281,74.0787,2008,19,55-59 years
New Jersey (34),40.7281,74.0787,2008,27,60-64 years
New Jersey (34),40.7281,74.0787,2008,107,65-69 years
New Jersey (34),40.7281,74.0787,2008,219,70-74 years
New Jersey (34),40.7281,74.0787,2008,349,75-79 years
New Jersey (34),40.7281,74.0787,2008,17,80-84 years
New Jersey (34),40.7281,74.0787,2008,36,55-59 years
New Jersey (34),40.7281,74.0787,2008,587,60-64 years
New Jersey (34),40.7281,74.0787,2008,41,65-69 years
New Jersey (34),40.7281,74.0787,2008,310,70-74 years
New Jersey (34),40.7281,74.0787,2008,67,75-79 years
New Jersey (34),40.7281,74.0787,2008,26,45-49 years
New Jersey (34),40.7281,74.0787,2008,23,50-54 years
New Jersey (34),40.7281,74.0787,2008,90,55-59 years
New Jersey (34),40.7281,74.0787,2008,162,60-64 years
New Jersey (34),40.7281,74.0787,2008,325,65-69 years
New Jersey (34),40.7281,74.0787,2008,28,70-74 years
New Jersey (34),40.7281,74.0787,2008,448,75-79 years
New Jersey (34),40.7281,74.0787,2008,31,80-84 years
New Jersey (34),40.7281,74.0787,2008,223,85+ years
New Jersey (34),40.7281,74.0787,2008,40,40-44 years
New Jersey (34),40.7281,74.0787,2008,16,45-49 years
New Jersey (34),40.7281,74.0787,2008,16,50-54 years
New Jersey (34),40.7281,74.0787,2008,45,55-59 years
New Jersey (34),40.7281,74.0787,2008,104,60-64 years
New Jersey (34),40.7281,74.0787,2008,248,65-69 years
New Jersey (34),40.7281,74.0787,2008,18,70-74 years
New Jersey (34),40.7281,74.0787,2008,207,75-79 years
New Jersey (34),40.7281,74.0787,2008,98,80-84 years
New Jersey (34),40.7281,74.0787,2008,17,85+ years
New Jersey (34),40.7281,74.0787,2008,25,55-59 years
New Jersey (34),40.7281,74.0787,2008,51,60-64 years
New Jersey (34),40.7281,74.0787,2008,120,65-69 years
New Jersey (34),40.7281,74.0787,2008,117,70-74 years
New Jersey (34),40.7281,74.0787,2008,52,75-79 years
New Jersey (34),40.7281,74.0787,2008,37,80-84 years
New Jersey (34),40.7281,74.0787,2009,78,45-49 years
New Jersey (34),40.7281,74.0787,2009,21,50-54 years
New Jersey (34),40.7281,74.0787,2009,25,55-59 years
New Jersey (34),40.7281,74.0787,2009,17,60-64 years
New Jersey (34),40.7281,74.0787,2009,24,65-69 years
New Jersey (34),40.7281,74.0787,2009,17,70-74 years
New Jersey (34),40.7281,74.0787,2009,27,75-79 years
New Jersey (34),40.7281,74.0787,2009,26,80-84 years
New Jersey (34),40.7281,74.0787,2009,30,50-54 years
New Jersey (34),40.7281,74.0787,2009,26,55-59 years
New Jersey (34),40.7281,74.0787,2009,16,60-64 years
New Jersey (34),40.7281,74.0787,2009,75,65-69 years
New Jersey (34),40.7281,74.0787,2009,127,70-74 years
New Jersey (34),40.7281,74.0787,2009,22,75-79 years
New Jersey (34),40.7281,74.0787,2009,28,45-49 years
New Jersey (34),40.7281,74.0787,2009,16,50-54 years
New Jersey (34),40.7281,74.0787,2009,228,55-59 years
New Jersey (34),40.7281,74.0787,2009,18,60-64 years
New Jersey (34),40.7281,74.0787,2009,42,65-69 years
New Jersey (34),40.7281,74.0787,2009,18,70-74 years
New Jersey (34),40.7281,74.0787,2009,22,75-79 years
New Jersey (34),40.7281,74.0787,2009,338,80-84 years
New Jersey (34),40.7281,74.0787,2009,20,85+ years
New Jersey (34),40.7281,74.0787,2009,18,40-44 years
New Jersey (34),40.7281,74.0787,2009,16,45-49 years
New Jersey (34),40.7281,74.0787,2009,28,50-54 years
New Jersey (34),40.7281,74.0787,2009,67,55-59 years
New Jersey (34),40.7281,74.0787,2009,28,60-64 years
New Jersey (34),40.7281,74.0787,2009,26,65-69 years
New Jersey (34),40.7281,74.0787,2009,302,70-74 years
New Jersey (34),40.7281,74.0787,2009,29,75-79 years
New Jersey (34),40.7281,74.0787,2009,46,80-84 years
New Jersey (34),40.7281,74.0787,2009,21,85+ years
New Jersey (34),40.7281,74.0787,2009,21,50-54 years
New Jersey (34),40.7281,74.0787,2009,251,55-59 years
New Jersey (34),40.7281,74.0787,2009,16,60-64 years
New Jersey (34),40.7281,74.0787,2009,31,65-69 years
New Jersey (34),40.7281,74.0787,2009,120,70-74 years
New Jersey (34),40.7281,74.0787,2009,16,75-79 years
New Jersey (34),40.7281,74.0787,2009,58,80-84 years
Georgia (13),-84.3879824,33.7489954,1999,41,40-44 years
Georgia (13),-84.3879824,33.7489954,1999,228,45-49 years
Georgia (13),-84.3879824,33.7489954,1999,672,50-54 years
Georgia (13),-84.3879824,33.7489954,1999,38,55-59 years
Georgia (13),-84.3879824,33.7489954,1999,373,60-64 years
Georgia (13),-84.3879824,33.7489954,1999,262,65-69 years
Georgia (13),-84.3879824,33.7489954,1999,101,70-74 years
Georgia (13),-84.3879824,33.7489954,1999,313,75-79 years
Georgia (13),-84.3879824,33.7489954,1999,30,80-84 years
Georgia (13),-84.3879824,33.7489954,1999,332,85+ years
Georgia (13),-84.3879824,33.7489954,1999,61,40-44 years
Georgia (13),-84.3879824,33.7489954,1999,397,45-49 years
Georgia (13),-84.3879824,33.7489954,1999,251,50-54 years
Georgia (13),-84.3879824,33.7489954,1999,"1,948",55-59 years
Georgia (13),-84.3879824,33.7489954,1999,433,60-64 years
Georgia (13),-84.3879824,33.7489954,1999,99,65-69 years
Georgia (13),-84.3879824,33.7489954,1999,22,70-74 years
Georgia (13),-84.3879824,33.7489954,1999,"1,122",75-79 years
Georgia (13),-84.3879824,33.7489954,1999,644,80-84 years
Georgia (13),-84.3879824,33.7489954,1999,128,85+ years
Georgia (13),-84.3879824,33.7489954,2000,936,40-44 years
Georgia (13),-84.3879824,33.7489954,2000,444,45-49 years
Georgia (13),-84.3879824,33.7489954,2000,231,50-54 years
Georgia (13),-84.3879824,33.7489954,2000,348,55-59 years
Georgia (13),-84.3879824,33.7489954,2000,311,60-64 years
Georgia (13),-84.3879824,33.7489954,2000,147,65-69 years
Georgia (13),-84.3879824,33.7489954,2000,439,70-74 years
Georgia (13),-84.3879824,33.7489954,2000,686,75-79 years
Georgia (13),-84.3879824,33.7489954,2000,926,80-84 years
Georgia (13),-84.3879824,33.7489954,2000,626,85+ years
Georgia (13),-84.3879824,33.7489954,2000,192,40-44 years
Georgia (13),-84.3879824,33.7489954,2000,478,45-49 years
Georgia (13),-84.3879824,33.7489954,2000,103,50-54 years
Georgia (13),-84.3879824,33.7489954,2000,178,55-59 years
Georgia (13),-84.3879824,33.7489954,2000,144,60-64 years
Georgia (13),-84.3879824,33.7489954,2000,161,65-69 years
Georgia (13),-84.3879824,33.7489954,2000,779,70-74 years
Georgia (13),-84.3879824,33.7489954,2000,"1,516",75-79 years
Georgia (13),-84.3879824,33.7489954,2000,698,80-84 years
Georgia (13),-84.3879824,33.7489954,2000,67,85+ years
Georgia (13),-84.3879824,33.7489954,2001,978,40-44 years
Georgia (13),-84.3879824,33.7489954,2001,257,45-49 years
Georgia (13),-84.3879824,33.7489954,2001,288,50-54 years
Georgia (13),-84.3879824,33.7489954,2001,"1,250",55-59 years
Georgia (13),-84.3879824,33.7489954,2001,87,60-64 years
Georgia (13),-84.3879824,33.7489954,2001,317,65-69 years
Georgia (13),-84.3879824,33.7489954,2001,76,70-74 years
Georgia (13),-84.3879824,33.7489954,2001,502,75-79 years
Georgia (13),-84.3879824,33.7489954,2001,"1,261",80-84 years
Georgia (13),-84.3879824,33.7489954,2001,70,85+ years
Georgia (13),-84.3879824,33.7489954,2001,637,40-44 years
Georgia (13),-84.3879824,33.7489954,2001,524,45-49 years
Georgia (13),-84.3879824,33.7489954,2001,191,50-54 years
Georgia (13),-84.3879824,33.7489954,2001,561,55-59 years
Georgia (13),-84.3879824,33.7489954,2001,72,60-64 years
Georgia (13),-84.3879824,33.7489954,2001,448,65-69 years
Georgia (13),-84.3879824,33.7489954,2001,69,70-74 years
Georgia (13),-84.3879824,33.7489954,2001,627,75-79 years
Georgia (13),-84.3879824,33.7489954,2001,320,80-84 years
Georgia (13),-84.3879824,33.7489954,2001,"2,851",85+ years
Georgia (13),-84.3879824,33.7489954,2002,572,65-69 years
Georgia (13),-84.3879824,33.7489954,2002,132,40-44 years
Georgia (13),-84.3879824,33.7489954,2002,29,45-49 years
Georgia (13),-84.3879824,33.7489954,2002,"1,875",50-54 years
Georgia (13),-84.3879824,33.7489954,2002,838,55-59 years
Georgia (13),-84.3879824,33.7489954,2002,184,60-64 years
Georgia (13),-84.3879824,33.7489954,2002,"1,242",65-69 years
Georgia (13),-84.3879824,33.7489954,2002,611,70-74 years
Georgia (13),-84.3879824,33.7489954,2002,307,75-79 years
Georgia (13),-84.3879824,33.7489954,2002,492,80-84 years
Georgia (13),-84.3879824,33.7489954,2002,439,85+ years
Georgia (13),-84.3879824,33.7489954,2002,221,40-44 years
Georgia (13),-84.3879824,33.7489954,2002,550,45-49 years
Georgia (13),-84.3879824,33.7489954,2002,876,50-54 years
Georgia (13),-84.3879824,33.7489954,2002,"1,215",55-59 years
Georgia (13),-84.3879824,33.7489954,2002,790,60-64 years
Georgia (13),-84.3879824,33.7489954,2002,263,65-69 years
Georgia (13),-84.3879824,33.7489954,2002,659,70-74 years
Georgia (13),-84.3879824,33.7489954,2002,182,75-79 years
Georgia (13),-84.3879824,33.7489954,2002,206,80-84 years
Georgia (13),-84.3879824,33.7489954,2002,199,85+ years
Georgia (13),-84.3879824,33.7489954,2003,188,40-44 years
Georgia (13),-84.3879824,33.7489954,2003,"1,042",45-49 years
Georgia (13),-84.3879824,33.7489954,2003,"2,001",50-54 years
Georgia (13),-84.3879824,33.7489954,2003,995,55-59 years
Georgia (13),-84.3879824,33.7489954,2003,87,60-64 years
Georgia (13),-84.3879824,33.7489954,2003,"1,173",65-69 years
Georgia (13),-84.3879824,33.7489954,2003,368,70-74 years
Georgia (13),-84.3879824,33.7489954,2003,473,75-79 years
Georgia (13),-84.3879824,33.7489954,2003,"1,632",80-84 years
Georgia (13),-84.3879824,33.7489954,2003,132,85+ years
Georgia (13),-84.3879824,33.7489954,2003,474,40-44 years
Georgia (13),-84.3879824,33.7489954,2003,101,45-49 years
Georgia (13),-84.3879824,33.7489954,2003,721,50-54 years
Georgia (13),-84.3879824,33.7489954,2003,"1,818",55-59 years
Georgia (13),-84.3879824,33.7489954,2003,103,60-64 years
Georgia (13),-84.3879824,33.7489954,2003,942,65-69 years
Georgia (13),-84.3879824,33.7489954,2003,820,70-74 years
Georgia (13),-84.3879824,33.7489954,2003,293,75-79 years
Georgia (13),-84.3879824,33.7489954,2003,725,80-84 years
Georgia (13),-84.3879824,33.7489954,2003,87,85+ years
Georgia (13),-84.3879824,33.7489954,2004,558,40-44 years
Georgia (13),-84.3879824,33.7489954,2004,65,45-49 years
Georgia (13),-84.3879824,33.7489954,2004,712,50-54 years
Georgia (13),-84.3879824,33.7489954,2004,386,55-59 years
Georgia (13),-84.3879824,33.7489954,2004,"2,998",60-64 years
Georgia (13),-84.3879824,33.7489954,2004,551,65-69 years
Georgia (13),-84.3879824,33.7489954,2004,132,70-74 years
Georgia (13),-84.3879824,33.7489954,2004,28,75-79 years
Georgia (13),-84.3879824,33.7489954,2004,"2,403",80-84 years
Georgia (13),-84.3879824,33.7489954,2004,886,85+ years
Georgia (13),-84.3879824,33.7489954,2004,227,40-44 years
Georgia (13),-84.3879824,33.7489954,2004,"1,391",45-49 years
Georgia (13),-84.3879824,33.7489954,2004,734,50-54 years
Georgia (13),-84.3879824,33.7489954,2004,358,55-59 years
Georgia (13),-84.3879824,33.7489954,2004,587,60-64 years
Georgia (13),-84.3879824,33.7489954,2004,498,65-69 years
Georgia (13),-84.3879824,33.7489954,2004,241,70-74 years
Georgia (13),-84.3879824,33.7489954,2004,538,75-79 years
Georgia (13),-84.3879824,33.7489954,2004,812,80-84 years
Georgia (13),-84.3879824,33.7489954,2004,"1,321",85+ years
Georgia (13),-84.3879824,33.7489954,2005,907,40-44 years
Georgia (13),-84.3879824,33.7489954,2005,328,45-49 years
Georgia (13),-84.3879824,33.7489954,2005,776,50-54 years
Georgia (13),-84.3879824,33.7489954,2005,192,55-59 years
Georgia (13),-84.3879824,33.7489954,2005,227,60-64 years
Georgia (13),-84.3879824,33.7489954,2005,276,65-69 years
Georgia (13),-84.3879824,33.7489954,2005,212,70-74 years
Georgia (13),-84.3879824,33.7489954,2005,"1,016",75-79 years
Georgia (13),-84.3879824,33.7489954,2005,"2,147",80-84 years
Georgia (13),-84.3879824,33.7489954,2005,"1,174",85+ years
Georgia (13),-84.3879824,33.7489954,2005,95,40-44 years
Georgia (13),-84.3879824,33.7489954,2005,"1,438",45-49 years
Georgia (13),-84.3879824,33.7489954,2005,453,50-54 years
Georgia (13),-84.3879824,33.7489954,2005,546,55-59 years
Georgia (13),-84.3879824,33.7489954,2005,"1,689",60-64 years
Georgia (13),-84.3879824,33.7489954,2005,125,65-69 years
Georgia (13),-84.3879824,33.7489954,2005,575,70-74 years
Georgia (13),-84.3879824,33.7489954,2005,130,75-79 years
Georgia (13),-84.3879824,33.7489954,2005,844,80-84 years
Georgia (13),-84.3879824,33.7489954,2005,"1,959",85+ years
Georgia (13),-84.3879824,33.7489954,2006,103,65-69 years
Georgia (13),-84.3879824,33.7489954,2006,852,40-44 years
Georgia (13),-84.3879824,33.7489954,2006,814,45-49 years
Georgia (13),-84.3879824,33.7489954,2006,321,50-54 years
Georgia (13),-84.3879824,33.7489954,2006,769,55-59 years
Georgia (13),-84.3879824,33.7489954,2006,94,60-64 years
Georgia (13),-84.3879824,33.7489954,2006,457,65-69 years
Georgia (13),-84.3879824,33.7489954,2006,52,70-74 years
Georgia (13),-84.3879824,33.7489954,2006,547,75-79 years
Georgia (13),-84.3879824,33.7489954,2006,360,80-84 years
Georgia (13),-84.3879824,33.7489954,2006,"2,379",85+ years
Georgia (13),-84.3879824,33.7489954,2006,387,40-44 years
Georgia (13),-84.3879824,33.7489954,2006,118,45-49 years
Georgia (13),-84.3879824,33.7489954,2006,25,50-54 years
Georgia (13),-84.3879824,33.7489954,2006,"2,118",55-59 years
Georgia (13),-84.3879824,33.7489954,2006,683,60-64 years
Georgia (13),-84.3879824,33.7489954,2006,202,65-69 years
Georgia (13),-84.3879824,33.7489954,2006,"1,190",70-74 years
Georgia (13),-84.3879824,33.7489954,2006,554,75-79 years
Georgia (13),-84.3879824,33.7489954,2006,337,80-84 years
Georgia (13),-84.3879824,33.7489954,2006,495,85+ years
Georgia (13),-84.3879824,33.7489954,2007,422,60-64 years
Georgia (13),-84.3879824,33.7489954,2007,187,65-69 years
Georgia (13),-84.3879824,33.7489954,2007,409,40-44 years
Georgia (13),-84.3879824,33.7489954,2007,744,45-49 years
Georgia (13),-84.3879824,33.7489954,2007,"1,093",50-54 years
Georgia (13),-84.3879824,33.7489954,2007,683,55-59 years
Georgia (13),-84.3879824,33.7489954,2007,296,60-64 years
Georgia (13),-84.3879824,33.7489954,2007,620,65-69 years
Georgia (13),-84.3879824,33.7489954,2007,141,70-74 years
Georgia (13),-84.3879824,33.7489954,2007,242,75-79 years
Georgia (13),-84.3879824,33.7489954,2007,183,80-84 years
Georgia (13),-84.3879824,33.7489954,2007,188,85+ years
Georgia (13),-84.3879824,33.7489954,2007,956,40-44 years
Georgia (13),-84.3879824,33.7489954,2007,"1,797",45-49 years
Georgia (13),-84.3879824,33.7489954,2007,843,50-54 years
Georgia (13),-84.3879824,33.7489954,2007,96,55-59 years
Georgia (13),-84.3879824,33.7489954,2007,"1,102",60-64 years
Georgia (13),-84.3879824,33.7489954,2007,420,65-69 years
Georgia (13),-84.3879824,33.7489954,2007,420,70-74 years
Georgia (13),-84.3879824,33.7489954,2007,"1,535",75-79 years
Georgia (13),-84.3879824,33.7489954,2007,106,80-84 years
Georgia (13),-84.3879824,33.7489954,2007,439,85+ years
Georgia (13),-84.3879824,33.7489954,2008,129,55-59 years
Georgia (13),-84.3879824,33.7489954,2008,681,60-64 years
Georgia (13),-84.3879824,33.7489954,2008,"1,729",65-69 years
Georgia (13),-84.3879824,33.7489954,2008,80,70-74 years
Georgia (13),-84.3879824,33.7489954,2008,721,60-64 years
Georgia (13),-84.3879824,33.7489954,2008,715,40-44 years
Georgia (13),-84.3879824,33.7489954,2008,257,45-49 years
Georgia (13),-84.3879824,33.7489954,2008,616,50-54 years
Georgia (13),-84.3879824,33.7489954,2008,76,55-59 years
Georgia (13),-84.3879824,33.7489954,2008,345,60-64 years
Georgia (13),-84.3879824,33.7489954,2008,29,65-69 years
Georgia (13),-84.3879824,33.7489954,2008,394,70-74 years
Georgia (13),-84.3879824,33.7489954,2008,269,75-79 years
Georgia (13),-84.3879824,33.7489954,2008,"1,877",80-84 years
Georgia (13),-84.3879824,33.7489954,2008,285,85+ years
Georgia (13),-84.3879824,33.7489954,2008,86,40-44 years
Georgia (13),-84.3879824,33.7489954,2008,18,45-49 years
Georgia (13),-84.3879824,33.7489954,2008,"1,716",50-54 years
Georgia (13),-84.3879824,33.7489954,2008,481,55-59 years
Georgia (13),-84.3879824,33.7489954,2008,132,60-64 years
Georgia (13),-84.3879824,33.7489954,2008,909,65-69 years
Georgia (13),-84.3879824,33.7489954,2008,446,70-74 years
Georgia (13),-84.3879824,33.7489954,2008,247,75-79 years
Georgia (13),-84.3879824,33.7489954,2008,355,80-84 years
Georgia (13),-84.3879824,33.7489954,2008,321,85+ years
Georgia (13),-84.3879824,33.7489954,2009,133,55-59 years
Georgia (13),-84.3879824,33.7489954,2009,344,60-64 years
Georgia (13),-84.3879824,33.7489954,2009,479,65-69 years
Georgia (13),-84.3879824,33.7489954,2009,848,40-44 years
